id,gender,masterCategory,subCategory,articleType,baseColour,MoodBase,season,usage,productDisplayName
54146,Women,Apparel,Topwear,Tops,Black,Good,Summer,Casual,"This is Women Casual, Femella Women Black Top ,it can be used in the Summer season"
18269,Women,Apparel,Topwear,Tunics,Black,Good,Fall,Casual,"This is Women Casual, Aneri Women Monalisa Black Tunic ,it can be used in the Fall season"
48519,Women,Apparel,Topwear,Tops,Blue,Good,Summer,Casual,"This is Women Casual, French Connection Women Blue Top ,it can be used in the Summer season"
51434,Women,Apparel,Topwear,Shirts,Turquoise Blue,Good,Summer,Casual,"This is Women Casual, Myntra Women Turquoise Blue Check Shirt ,it can be used in the Summer season"
59659,Women,Apparel,Saree,Sarees,Purple,Good,Fall,Ethnic,"This is Women Ethnic, FNF Purple Evening Wear Sari ,it can be used in the Fall season"
10004,Men,Apparel,Bottomwear,Shorts,Grey,Good,Fall,Sports,"This is Men Sports, Nike Men As 7 Sw Temp Grey Shorts ,it can be used in the Fall season"
14696,Men,Apparel,Bottomwear,Trousers,Olive,Good,Fall,Casual,"This is Men Casual, Basics Men Olive Trousers ,it can be used in the Fall season"
52083,Women,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Women Casual, Myntra Women White T-shirt ,it can be used in the Summer season"
19189,Men,Apparel,Topwear,Shirts,White,Bad,Fall,Casual,"This is Men Casual, United Colors of Benetton Men White Shirt ,it can be used in the Fall season"
42211,Women,Apparel,Topwear,Tunics,Lavender,Good,Summer,Casual,"This is Women Casual, Sepia Women Lavender Tunic ,it can be used in the Summer season"
7596,Men,Apparel,Topwear,Tshirts,Yellow,Good,Summer,Sports,"This is Men Sports, Nike Men's As Nike Rpeat T-Shirt ,it can be used in the Summer season"
51606,Women,Apparel,Bottomwear,Jeans,Blue,Good,Fall,Casual,"This is Women Casual, Kraus Jeans Women Blue Jeans ,it can be used in the Fall season"
23226,Women,Apparel,Topwear,Kurtas,Brown,Good,Fall,Ethnic,"This is Women Ethnic, Aneri Women Komal Brown Kurta ,it can be used in the Fall season"
34291,Women,Apparel,Topwear,Dupatta,Green,Good,Summer,Ethnic,"This is Women Ethnic, Fabindia Women Green Chanderi Dupatta ,it can be used in the Summer season"
18867,Men,Apparel,Bottomwear,Shorts,Grey,Good,Fall,Casual,"This is Men Casual, Puma Men Solid Grey Knits Panel Shorts ,it can be used in the Fall season"
8718,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Casual,"This is Men Casual, Indigo Nation Men Red Tshirts ,it can be used in the Fall season"
27440,Women,Apparel,Topwear,Tops,Purple,Good,Fall,Casual,"This is Women Casual, Jockey Women Purple Racerback Tank Top ,it can be used in the Fall season"
53397,Women,Apparel,Topwear,Kurtas,White,Bad,Fall,Ethnic,"This is Women Ethnic, Alma Women White & Mustard Printed Kurta ,it can be used in the Fall season"
20665,Men,Apparel,Topwear,Tshirts,Blue,Good,Fall,Casual,"This is Men Casual, Classic Polo Men Striped Blue Tshirt ,it can be used in the Fall season"
5007,Women,Apparel,Dress,Dresses,Purple,Good,Summer,Casual,"This is Women Casual, Gini and Jony Girl's Sandra Purple Kidswear ,it can be used in the Summer season"
14662,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Basics Men Blue Slim Fit Checked Shirt ,it can be used in the Fall season"
21585,Women,Apparel,Bottomwear,Jeans,Blue,Good,Fall,Casual,"This is Women Casual, Spykar Women Washed Blue Jeans ,it can be used in the Fall season"
52077,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Men Casual, Myntra Men Blue & Green T-shirt ,it can be used in the Summer season"
25919,Women,Apparel,Topwear,Tshirts,Magenta,Good,Summer,Casual,"This is Women Casual, Femella Women Magenta T-shirt ,it can be used in the Summer season"
33040,Women,Apparel,Topwear,Kurtas,Green,Good,Summer,Ethnic,"This is Women Ethnic, Mother Earth Women Green Kurta ,it can be used in the Summer season"
11310,Men,Apparel,Bottomwear,Jeans,Black,Good,Summer,Casual,"This is Men Casual, Wrangler Men Black Texas Jeans ,it can be used in the Summer season"
16909,Men,Apparel,Topwear,Sweatshirts,Grey,Good,Fall,Casual,"This is Men Casual, Status Quo Men Solid Grey Sweatshirt ,it can be used in the Fall season"
2010,Men,Apparel,Topwear,Tshirts,Green,Good,Fall,Sports,"This is Men Sports, ADIDAS Mens Classic Green Polo T-shirt ,it can be used in the Fall season"
13447,Men,Apparel,Topwear,Tshirts,Pink,Bad,Summer,Casual,"This is Men Casual, United Colors of Benetton Men Stripes Pink Tshirts ,it can be used in the Summer season"
7562,Men,Apparel,Topwear,Tshirts,Black,Good,Summer,Sports,"This is Men Sports, Nike Men's As T90 Ss Top T-Shirt ,it can be used in the Summer season"
16135,Women,Apparel,Topwear,Tops,White,Bad,Fall,Casual,"This is Women Casual, Tokyo Talkies Women Printed White Top ,it can be used in the Fall season"
18893,Women,Apparel,Topwear,Tops,Purple,Good,Fall,Casual,"This is Women Casual, Arrow Woman Eleana Purple Top ,it can be used in the Fall season"
34265,Women,Apparel,Topwear,Dupatta,Cream,Bad,Summer,Ethnic,"This is Women Ethnic, Fabindia Women Cream Chanderi Dupatta ,it can be used in the Summer season"
4783,Women,Apparel,Topwear,Tshirts,White,Bad,Summer,Sports,"This is Women Sports, ADIDAS Women's V Neck With Crystal White T-shirt ,it can be used in the Summer season"
20033,Women,Apparel,Topwear,Shirts,Lavender,Good,Summer,Casual,"This is Women Casual, United Colors of Benetton Women Solid Lavender Shirt ,it can be used in the Summer season"
25541,Women,Apparel,Topwear,Tops,Blue,Good,Summer,Casual,"This is Women Casual, Wrangler Women Striper Tank Blue Top ,it can be used in the Summer season"
11774,Men,Apparel,Topwear,Tshirts,Green,Good,Fall,Casual,"This is Men Casual, Lee Men Printed Green Tshirts ,it can be used in the Fall season"
57161,Women,Apparel,Topwear,Tops,Pink,Bad,Summer,Casual,"This is Women Casual, Elle Women Pink Essentials Top ,it can be used in the Summer season"
27216,Men,Apparel,Bottomwear,Shorts,Navy Blue,Bad,Summer,Casual,"This is Men Casual, Doodle Kids Boy  Navy Blue Shorts ,it can be used in the Summer season"
19519,Men,Apparel,Topwear,Sweaters,Black,Good,Fall,Casual,"This is Men Casual, United Colors of Benetton Men Stripes Black Sweater ,it can be used in the Fall season"
42681,Women,Apparel,Topwear,Kurtas,Blue,Good,Summer,Ethnic,"This is Women Ethnic, Alma Women Blue Kurta ,it can be used in the Summer season"
50344,Women,Apparel,Topwear,Kurtas,Black,Good,Summer,Ethnic,"This is Women Ethnic, Aurelia Women Black Printed Kurta ,it can be used in the Summer season"
16551,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Casual,"This is Men Casual, Basics Men Red Printed T-shirt ,it can be used in the Fall season"
22764,Women,Apparel,Topwear,Kurtas,Blue,Good,Fall,Ethnic,"This is Women Ethnic, BIBA Women Solid Blue Kurta ,it can be used in the Fall season"
27024,Women,Apparel,Bottomwear,Jeans,Blue,Good,Summer,Casual,"This is Women Casual, Jealous 21 Women Washed Blue Jeans ,it can be used in the Summer season"
28850,Men,Apparel,Topwear,Tshirts,Green,Good,Summer,Casual,"This is Men Casual, Proline Men Green Polo T-shirt ,it can be used in the Summer season"
3794,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Men Casual, Basics Men Blue & White Striped Polo T-shirt ,it can be used in the Summer season"
31141,Men,Apparel,Topwear,Shirts,Blue,Good,Summer,Formal,"This is Men Formal, John Miller Men Striped Blue Shirt ,it can be used in the Summer season"
34433,Women,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Women Casual, Myntra Women Dont Think Blue T-shirt ,it can be used in the Summer season"
46013,Women,Apparel,Saree,Sarees,Red,Good,Summer,Ethnic,"This is Women Ethnic, Fabindia Red Self-Striped Saree ,it can be used in the Summer season"
14034,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Flying Machine Men Check Blue Shirts ,it can be used in the Fall season"
20201,Men,Apparel,Topwear,Sweatshirts,White,Bad,Fall,Casual,"This is Men Casual, Wrangler Men Seattle Glow White Sweatshirt ,it can be used in the Fall season"
11546,Women,Apparel,Topwear,Kurtas,Grey,Good,Summer,Ethnic,"This is Women Ethnic, W Women Printed Grey Kurtas ,it can be used in the Summer season"
10494,Women,Apparel,Topwear,Tshirts,Blue,Good,Fall,Casual,"This is Women Casual, Flying Machine Women Blue Polo Tshirts ,it can be used in the Fall season"
17810,Men,Apparel,Topwear,Tshirts,Multi,Good,Fall,Casual,"This is Men Casual, Chhota Bheem Kids Boy Chhota Bheem and Krishna Multi Tshirt ,it can be used in the Fall season"
3935,Women,Apparel,Topwear,Tshirts,Yellow,Good,Summer,Casual,"This is Women Casual, Jealous 21 Women's Yellow Miss T-shirt ,it can be used in the Summer season"
23219,Women,Apparel,Topwear,Kurtas,Cream,Bad,Fall,Ethnic,"This is Women Ethnic, Aneri Women Shalini Cream Kurta ,it can be used in the Fall season"
18858,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Casual,"This is Men Casual, Puma Men Generation Red Polo Tshirt ,it can be used in the Fall season"
59454,Men,Apparel,Topwear,Shirts,Black,Good,Fall,Formal,"This is Men Formal, Arrow New York Men Black Check Shirt ,it can be used in the Fall season"
40579,Women,Apparel,Topwear,Kurtas,Navy Blue,Bad,Summer,Ethnic,"This is Women Ethnic, W Women Navy Blue Kurta ,it can be used in the Summer season"
52880,Women,Apparel,Saree,Sarees,Green,Good,Fall,Ethnic,"This is Women Ethnic, FNF Printed Green Sari ,it can be used in the Fall season"
45837,Women,Apparel,Topwear,Kurtas,Magenta,Good,Summer,Ethnic,"This is Women Ethnic, Vishudh Women Magenta Kurta ,it can be used in the Summer season"
10807,Men,Apparel,Topwear,Shirts,Black,Good,Fall,Casual,"This is Men Casual, Wrangler Men Stampede Printed Stripe Black Shirts ,it can be used in the Fall season"
59666,Women,Apparel,Saree,Sarees,Multi,Good,Fall,Ethnic,"This is Women Ethnic, FNF Multicoloured Evening Wear Sari ,it can be used in the Fall season"
4922,Women,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Women Casual, Gini and Jony Girl's Viona Pack of 3 Tee Infant Kidswear ,it can be used in the Summer season"
39783,Men,Apparel,Topwear,Shirts,Red,Good,Summer,Formal,"This is Men Formal, Peter England Men Maroon Formal Shirt ,it can be used in the Summer season"
41699,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Bad,Summer,Casual,"This is Men Casual, DC Comics Men Blue Printed Lounge Pants ,it can be used in the Summer season"
18256,Women,Apparel,Topwear,Kurtas,Multi,Good,Fall,Ethnic,"This is Women Ethnic, Aneri Women Anrtara Multi Kurta ,it can be used in the Fall season"
9601,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Scullers Men Scul Blue White Shirts ,it can be used in the Fall season"
54945,Men,Apparel,Topwear,Tshirts,Cream,Bad,Summer,Casual,"This is Men Casual, Do u speak green Men Cream T-Shirt ,it can be used in the Summer season"
53738,Men,Apparel,Bottomwear,Track Pants,White,Bad,Summer,Casual,"This is Men Casual, ADIDAS Men White Track Pant ,it can be used in the Summer season"
18632,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Casual,"This is Men Casual, Puma Men GP Speed Red Tshirts ,it can be used in the Fall season"
9265,Men,Apparel,Topwear,Shirts,Black,Good,Fall,Casual,"This is Men Casual, Scullers Men Scul Black Shirts ,it can be used in the Fall season"
30864,Women,Apparel,Topwear,Kurtas,Magenta,Good,Summer,Ethnic,"This is Women Ethnic, Fabindia Women Magenta Kurta ,it can be used in the Summer season"
26901,Women,Apparel,Topwear,Tops,Turquoise Blue,Good,Summer,Casual,"This is Women Casual, Jealous 21 Women Printed Turquoise Blue Top ,it can be used in the Summer season"
48370,Men,Apparel,Topwear,Shirts,Brown,Good,Summer,Casual,"This is Men Casual, French Connection Men Brown & Beige Shirt ,it can be used in the Summer season"
8185,Men,Apparel,Topwear,Shirts,Grey,Good,Summer,Casual,"This is Men Casual, Locomotive Men Check Lafeu Grey Shirts ,it can be used in the Summer season"
4748,Men,Apparel,Topwear,Tshirts,Green,Good,Summer,Sports,"This is Men Sports, ADIDAS Men's Perf Str Polo White Green T-Shirt ,it can be used in the Summer season"
56844,Men,Apparel,Bottomwear,Jeans,Blue,Good,Summer,Casual,"This is Men Casual, John Players Men Blue Jeans ,it can be used in the Summer season"
57996,Women,Apparel,Dress,Dresses,Black,Good,Fall,Casual,"This is Women Casual, Latin Quarters Women Black Dress ,it can be used in the Fall season"
21916,Women,Apparel,Apparel Set,Kurta Sets,Green,Good,Fall,Ethnic,"This is Women Ethnic, Biba Women Green & Black Printed Churidar Kurta with Dupatta ,it can be used in the Fall season"
11579,Women,Apparel,Topwear,Kurtas,Green,Good,Summer,Ethnic,"This is Women Ethnic, W Women Printed Green Kurtas ,it can be used in the Summer season"
2679,Men,Apparel,Topwear,Tshirts,Black,Good,Summer,Casual,"This is Men Casual, Inkfruit Men's You Are Being Black T-shirt ,it can be used in the Summer season"
46810,Women,Apparel,Topwear,Tshirts,Yellow,Good,Summer,Casual,"This is Women Casual, Nike Women Yellow T-shirt ,it can be used in the Summer season"
19714,Men,Apparel,Topwear,Shirts,Purple,Good,Summer,Casual,"This is Men Casual, United Colors of Benetton Men Check Purple Shirt ,it can be used in the Summer season"
30890,Women,Apparel,Topwear,Kurtas,Black,Good,Summer,Ethnic,"This is Women Ethnic, Fabindia Women Black Kantha Kurta ,it can be used in the Summer season"
22569,Men,Apparel,Topwear,Shirts,Blue,Good,Summer,Casual,"This is Men Casual, Highlander Men Check Blue Shirt ,it can be used in the Summer season"
48384,Men,Apparel,Bottomwear,Jeans,Blue,Good,Summer,Casual,"This is Men Casual, French Connection Men Blue Jeans ,it can be used in the Summer season"
27229,Women,Apparel,Bottomwear,Capris,Green,Good,Summer,Casual,"This is Women Casual, Doodle Kids Girl  Green Capris ,it can be used in the Summer season"
19526,Men,Apparel,Topwear,Sweaters,Black,Good,Summer,Casual,"This is Men Casual, United Colors of Benetton Men Striped Black Sweater ,it can be used in the Summer season"
7905,Men,Apparel,Topwear,Tshirts,Green,Good,Fall,Casual,"This is Men Casual, Proline Men Green Polo T-shirt ,it can be used in the Fall season"
3599,Women,Apparel,Topwear,Tshirts,Blue,Good,Summer,Sports,"This is Women Sports, Puma Deccan Chargers Women Jersey ,it can be used in the Summer season"
7139,Women,Apparel,Topwear,Shirts,Red,Good,Fall,Casual,"This is Women Casual, Scullers For Her Women Light Work Red Check Shirts ,it can be used in the Fall season"
57962,Women,Apparel,Saree,Sarees,Multi,Good,Fall,Ethnic,"This is Women Ethnic, Prafful Women Multi Coloured Sari ,it can be used in the Fall season"
39121,Women,Apparel,Bottomwear,Leggings,Pink,Bad,Fall,Casual,"This is Women Casual, Aneri Women Pink Leggings ,it can be used in the Fall season"
43308,Women,Apparel,Topwear,Shirts,Pink,Bad,Summer,Casual,"This is Women Casual, United Colors of Benetton Women Pink Shirt ,it can be used in the Summer season"
25926,Women,Apparel,Topwear,Tshirts,Red,Good,Summer,Casual,"This is Women Casual, Femella Women Red T-shirt ,it can be used in the Summer season"
44911,Men,Apparel,Bottomwear,Tracksuits,Black,Good,Summer,Casual,"This is Men Casual, Puma Men Black Logo Woven Tracksuit ,it can be used in the Summer season"
52874,Women,Apparel,Saree,Sarees,Multi,Good,Fall,Ethnic,"This is Women Ethnic, FNF Multi Coloured Printed Sari ,it can be used in the Fall season"
58740,Men,Apparel,Topwear,Tshirts,Pink,Bad,Fall,Casual,"This is Men Casual, Puma Men Pink T-shirt ,it can be used in the Fall season"
5804,Women,Apparel,Bottomwear,Jeans,Blue,Good,Summer,Casual,"This is Women Casual, Jealous 21 Women's Blue Jegging ,it can be used in the Summer season"
39777,Men,Apparel,Topwear,Shirts,Blue,Good,Summer,Casual,"This is Men Casual, Peter England Men Blue Casual Shirt ,it can be used in the Summer season"
8727,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Indigo Nation Men Blue Check Shirt ,it can be used in the Fall season"
12798,Men,Apparel,Topwear,Tshirts,Navy Blue,Bad,Fall,Sports,"This is Men Sports, Nike Men Arsenal Navy Blue Jersey ,it can be used in the Fall season"
35986,Women,Apparel,Topwear,Tshirts,Purple,Good,Summer,Casual,"This is Women Casual, Flying Machine Women Cotton Purple T-shirt ,it can be used in the Summer season"
16338,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Formal,"This is Men Formal, Peter England Men Stripes Blue Shirt ,it can be used in the Fall season"
10032,Men,Apparel,Topwear,Tshirts,Black,Good,Fall,Sports,"This is Men Sports, Nike Men AS FCB Core T Black T-shirts ,it can be used in the Fall season"
9608,Men,Apparel,Topwear,Shirts,Green,Good,Fall,Casual,"This is Men Casual, Indigo Nation Men Stripes White Shirts ,it can be used in the Fall season"
12765,Women,Apparel,Bottomwear,Jeans,Black,Good,Fall,Casual,"This is Women Casual, Spykar Women Washed Black Jeans ,it can be used in the Fall season"
51402,Men,Apparel,Topwear,Shirts,Blue,Good,Summer,Casual,"This is Men Casual, Myntra Men Light Blue Shirt ,it can be used in the Summer season"
7792,Men,Apparel,Topwear,Tshirts,Grey,Good,Fall,Casual,"This is Men Casual, Proline Men Grey Polo T-shirt ,it can be used in the Fall season"
30607,Men,Apparel,Bottomwear,Track Pants,Charcoal,Good,Fall,Sports,"This is Men Sports, Nike Men Charcoal Track Pants ,it can be used in the Fall season"
54342,Women,Apparel,Bottomwear,Leggings,Blue,Good,Summer,Casual,"This is Women Casual, BIBA OUTLET Women Blue Premium Cotton Leggings ,it can be used in the Summer season"
12557,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Casual,"This is Men Casual, Tantra Men Red Printed T-shirt ,it can be used in the Fall season"
3100,Men,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Men Casual, Probase Men's Spirit Blue T-shirt ,it can be used in the Summer season"
23210,Women,Apparel,Topwear,Tops,Brown,Good,Fall,Ethnic,"This is Women Ethnic, Aneri Women Sequin Brown Top ,it can be used in the Fall season"
6472,Women,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Women Casual, ADIDAS Wmen's Free Soul White T-shirt ,it can be used in the Summer season"
18851,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Casual,"This is Men Casual, Puma Men Head Red Tshirt ,it can be used in the Fall season"
19983,Men,Apparel,Topwear,Tshirts,Blue,Good,Fall,Casual,"This is Men Casual, United Colors of Benetton Men Blue Striped T-shirt ,it can be used in the Fall season"
52889,Women,Apparel,Saree,Sarees,Blue,Good,Fall,Ethnic,"This is Women Ethnic, FNF Blue Printed Sari ,it can be used in the Fall season"
33082,Men,Apparel,Topwear,Tshirts,Green,Good,Summer,Casual,"This is Men Casual, U.S. Polo Assn. Denim Co. Men Green Striped T-Shirt ,it can be used in the Summer season"
40570,Women,Apparel,Topwear,Kurtas,Blue,Good,Summer,Ethnic,"This is Women Ethnic, W Women Blue Kurta ,it can be used in the Summer season"
12133,Women,Apparel,Topwear,Kurtas,Green,Good,Fall,Ethnic,"This is Women Ethnic, Aurelia Women Solid Green Kurtas ,it can be used in the Fall season"
26306,Men,Apparel,Topwear,Tshirts,Grey,Good,Fall,Casual,"This is Men Casual, Proline Men Pack of 3 T-Shirts ,it can be used in the Fall season"
42643,Women,Apparel,Topwear,Kurtas,Brown,Good,Summer,Ethnic,"This is Women Ethnic, W Women Brown Kurta ,it can be used in the Summer season"
54726,Women,Apparel,Topwear,Kurtas,Red,Good,Summer,Ethnic,"This is Women Ethnic, Shree Women Red Printed Kurta ,it can be used in the Summer season"
50386,Women,Apparel,Bottomwear,Salwar and Dupatta,Turquoise Blue,Good,Summer,Ethnic,"This is Women Ethnic, Vishudh Women Turquoise Blue Salwar and Dupatta ,it can be used in the Summer season"
9862,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Casual,"This is Men Casual, Status Quo Men Red Polo Tshirts ,it can be used in the Fall season"
6016,Men,Apparel,Topwear,Shirts,Purple,Good,Summer,Casual,"This is Men Casual, Highlander Men Purple White Checked Shirt ,it can be used in the Summer season"
38832,Women,Apparel,Dress,Dresses,White,Bad,Summer,Casual,"This is Women Casual, Latin Quarters Women White & Pink Printed Dress ,it can be used in the Summer season"
21123,Men,Apparel,Topwear,Sweaters,Purple,Good,Fall,Casual,"This is Men Casual, s.Oliver Men Check Purple Sweater ,it can be used in the Fall season"
10664,Men,Apparel,Topwear,Tshirts,Yellow,Good,Fall,Casual,"This is Men Casual, Doodle Boy Rockstar-sing it Yellow Tshirts ,it can be used in the Fall season"
15124,Men,Apparel,Bottomwear,Trousers,Grey,Good,Fall,Formal,"This is Men Formal, Arrow Men TR Finish Grey Trousers ,it can be used in the Fall season"
10456,Men,Apparel,Topwear,Tshirts,Grey,Good,Fall,Casual,"This is Men Casual, Flying Machine Men Grey Polo Tshirts ,it can be used in the Fall season"
11584,Women,Apparel,Topwear,Kurtis,Grey,Good,Summer,Ethnic,"This is Women Ethnic, W Women Printed Grey Kurtis ,it can be used in the Summer season"
3756,Men,Apparel,Topwear,Tshirts,Pink,Bad,Summer,Casual,"This is Men Casual, Status Quo Men's Concerts Mulberry T-shirt ,it can be used in the Summer season"
26134,Men,Apparel,Bottomwear,Trousers,Black,Good,Summer,Formal,"This is Men Formal, John Miller Men Black Trousers ,it can be used in the Summer season"
2684,Men,Apparel,Topwear,Tshirts,Purple,Good,Summer,Casual,"This is Men Casual, Inkfruit Men's City Beats Violet T-shirt ,it can be used in the Summer season"
22594,Men,Apparel,Topwear,Tshirts,Navy Blue,Bad,Fall,Sports,"This is Men Sports, Nike Men Navy Blue T-shirt ,it can be used in the Fall season"
26908,Women,Apparel,Topwear,Tops,Blue,Good,Summer,Casual,"This is Women Casual, Jealous 21 Women Printed Blue Top ,it can be used in the Summer season"
6224,Men,Apparel,Topwear,Tshirts,Grey,Good,Summer,Casual,"This is Men Casual, Lee Men's Tom Grey Melange T-shirt ,it can be used in the Summer season"
23446,Women,Apparel,Topwear,Kurtis,Red,Good,Fall,Ethnic,"This is Women Ethnic, Satya Paul Women Red Kurti ,it can be used in the Fall season"
30297,Men,Apparel,Topwear,Tshirts,Off White,Bad,Summer,Casual,"This is Men Casual, Myntra Men Grand Sport Off White T-shirt ,it can be used in the Summer season"
27220,Women,Apparel,Topwear,Tops,Purple,Good,Summer,Casual,"This is Women Casual, Doodle Kids Girl Printed Purple Top ,it can be used in the Summer season"
7130,Men,Apparel,Topwear,Tshirts,White,Bad,Fall,Casual,"This is Men Casual, Urban Yoga Men's White T-shirt ,it can be used in the Fall season"
8944,Men,Apparel,Topwear,Shirts,Blue,Good,Fall,Casual,"This is Men Casual, Indigo Nation Men Reversible Bling Blue Shirts ,it can be used in the Fall season"
16567,Women,Apparel,Dress,Dresses,Red,Good,Fall,Casual,"This is Women Casual, AND by Anita Dongre Women Printed Red Dresses ,it can be used in the Fall season"
22752,Women,Apparel,Topwear,Kurtas,Blue,Good,Fall,Ethnic,"This is Women Ethnic, BIBA Women Printed Blue Kurta ,it can be used in the Fall season"
13829,Men,Apparel,Topwear,Sweaters,Purple,Good,Fall,Casual,"This is Men Casual, Indigo Nation Men Stripes Purple Sweaters ,it can be used in the Fall season"
5667,Men,Apparel,Topwear,Tshirts,Black,Good,Summer,Casual,"This is Men Casual, Tantra Men's Gizmo Black T-shirt ,it can be used in the Summer season"
20005,Women,Apparel,Topwear,Tops,Blue,Good,Fall,Casual,"This is Women Casual, United Colors of Benetton Women Blue Printed Top ,it can be used in the Fall season"
57157,Women,Apparel,Topwear,Tshirts,White,Bad,Summer,Casual,"This is Women Casual, Elle Women White T-shirt ,it can be used in the Summer season"
10690,Men,Apparel,Topwear,Tshirts,Yellow,Good,Fall,Casual,"This is Men Casual, Doodle Boy Mummy daddy me Yellow Tshirts ,it can be used in the Fall season"
39128,Women,Apparel,Bottomwear,Leggings,Red,Good,Fall,Casual,"This is Women Casual, Aneri Women Red Leggings ,it can be used in the Fall season"
11742,Men,Apparel,Topwear,Tshirts,Navy Blue,Bad,Fall,Casual,"This is Men Casual, Lee Men Navy Blue Polo Tshirts ,it can be used in the Fall season"
14002,Men,Apparel,Topwear,Tshirts,Navy Blue,Bad,Fall,Sports,"This is Men Sports, Nike Men Solid Navy Blue Jerseys ,it can be used in the Fall season"
20237,Women,Apparel,Topwear,Tshirts,Blue,Good,Fall,Casual,"This is Women Casual, Wrangler Women Printed Blue T-shirt ,it can be used in the Fall season"
37280,Women,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Women Casual, Tantra Women Blue Facebook T-shirt ,it can be used in the Summer season"
24697,Men,Apparel,Topwear,Shirts,Brown,Good,Fall,Casual,"This is Men Casual, Probase Men Brown Check Shirt ,it can be used in the Fall season"
11570,Women,Apparel,Topwear,Kurtas,Purple,Good,Summer,Ethnic,"This is Women Ethnic, W Women Printed Purple Kurtas ,it can be used in the Summer season"
27012,Women,Apparel,Bottomwear,Capris,Blue,Good,Summer,Casual,"This is Women Casual, Jealous 21 Women Navy Blue Capris ,it can be used in the Summer season"
13227,Men,Apparel,Topwear,Tshirts,Brown,Good,Fall,Casual,"This is Men Casual, Palm Tree Kids Boys Printed Brown Tshirts ,it can be used in the Fall season"
7302,Women,Apparel,Topwear,Tshirts,Blue,Good,Summer,Casual,"This is Women Casual, UCB Women's Short Sleeve Blue Red T-shirt ,it can be used in the Summer season"
34405,Men,Apparel,Topwear,Tshirts,Black,Good,Summer,Casual,"This is Men Casual, Myntra Men Black Printed T-shirt ,it can be used in the Summer season"
30899,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Bad,Summer,Casual,"This is Women Casual, Fabindia Women Navy Blue Salwar ,it can be used in the Summer season"
36736,Women,Apparel,Topwear,Tshirts,Pink,Bad,Summer,Casual,"This is Women Casual, Spykar Women Cult Pink T-shirt ,it can be used in the Summer season"
11114,Men,Apparel,Topwear,Shirts,Purple,Good,Fall,Formal,"This is Men Formal, Indigo Nation Men Check Purple Shirts ,it can be used in the Fall season"
32396,Women,Apparel,Topwear,Shirts,Blue,Good,Summer,Formal,"This is Women Formal, Arrow Woman Blue Striped Shirt ,it can be used in the Summer season"
33244,Men,Apparel,Topwear,Shirts,Blue,Good,Summer,Formal,"This is Men Formal, Arrow Men Blue Slim Fit Shirt ,it can be used in the Summer season"
12791,Men,Apparel,Topwear,Tshirts,Red,Good,Fall,Sports,"This is Men Sports, Nike Men Manchester United Red Jerseys ,it can be used in the Fall season"
16331,Men,Apparel,Topwear,Tshirts,Blue,Good,Fall,Casual,"This is Men Casual, Peter England Men Stripes Blue Polo T-Shirt ,it can be used in the Fall season"
7766,Men,Apparel,Topwear,Tshirts,Brown,Good,Fall,Casual,"This is Men Casual, Inkfruit Men's Phalanx Brown Light Green T-shirt ,it can be used in the Fall season"
2026,Men,Apparel,Topwear,Tshirts,Green,Good,Fall,Casual,"This is Men Casual, ADIDAS Mens Full Deep Green T-shirt ,it can be used in the Fall season"
27644,Men,Apparel,Topwear,Tshirts,Green,Good,Summer,Casual,"This is Men Casual, Che Guevara Men Printed Green T-shirt ,it can be used in the Summer season"
13471,Women,Apparel,Topwear,Tops,Blue,Good,Summer,Casual,"This is Women Casual, United Colors of Benetton Women Solid Blue Tunic ,it can be used in the Summer season"
26796,Men,Apparel,Topwear,Shirts,Blue,Good,Summer,Formal,"This is Men Formal, Arrow Men Blue Striped Shirt ,it can be used in the Summer season"
34253,Men,Apparel,Bottomwear,Track Pants,Black,Good,Summer,Casual,"This is Men Casual, Proline Men Black Track Pants ,it can be used in the Summer season"
